date,strategy_idx,pnl,period_name,vix_level,spy_returns_5d,spy_returns_20d,volume_ratio,market_breadth,correlation,put_call_ratio,gini_coefficient,sector_dispersion,signal_quality_score
1997-07-02,5,0.003096650454817107,Asian Financial Crisis,19.700000762939453,0.019449783489108086,0.0668424740433693,0.8539037108421326,0.7727272510528564,0.37287637591362,0.9850000143051147,1.0,0.022631360217928886,0.800000011920929
1997-07-03,5,0.00015249036214888269,Asian Financial Crisis,17.81999969482422,0.019449783489108086,0.0668424740433693,0.8979387283325195,0.8636363744735718,0.37287637591362,0.890999972820282,1.0,0.04892566800117493,0.800000011920929
1997-07-07,5,0.009259692017808963,Asian Financial Crisis,19.1299991607666,0.019449783489108086,0.0668424740433693,0.9906406998634338,0.5454545617103577,0.37287637591362,0.9564999341964722,1.0,0.021303148940205574,0.800000011920929
1997-07-08,0,-3.38810065587003e-05,Asian Financial Crisis,18.760000228881836,0.019449783489108086,0.0668424740433693,0.9692396521568298,0.5454545617103577,0.37287637591362,0.9380000233650208,1.0,0.03436719626188278,0.800000011920929
1997-07-09,5,0.009883751033241196,Asian Financial Crisis,20.399999618530273,0.019449783489108086,0.0668424740433693,1.2311753034591675,0.3181818127632141,0.37287637591362,1.0199999809265137,1.0,0.02538413740694523,0.8999999761581421
1997-07-10,5,0.01045432306500349,Asian Financial Crisis,19.920000076293945,0.007471769582480192,0.0668424740433693,1.1141555309295654,0.40909090638160706,0.37287637591362,0.9959999918937683,1.0,0.027512870728969574,0.8999999761581421
1997-07-11,5,0.01930574968471388,Asian Financial Crisis,19.059999465942383,-0.002876590471714735,0.0668424740433693,1.0249404907226562,0.5454545617103577,0.37287637591362,0.9529999494552612,1.0,0.041340406984090805,0.8999999761581421
1997-07-14,0,-0.001629370889367876,Asian Financial Crisis,19.579999923706055,0.010372020304203033,0.0668424740433693,0.9613118767738342,0.5454545617103577,0.37287637591362,0.9789999723434448,1.0,0.023624934256076813,0.8999999761581421
1997-07-15,0,-0.0026342083347179915,Asian Financial Crisis,19.0,0.005003540311008692,0.0668424740433693,1.1535767316818237,0.7727272510528564,0.37287637591362,0.949999988079071,1.0,0.03366876766085625,0.8999999761581421
1997-07-16,0,-0.005200018553367447,Asian Financial Crisis,19.360000610351562,0.02920527011156082,0.0668424740433693,1.2606562376022339,0.9545454382896423,0.37287637591362,0.968000054359436,1.0,0.027708003297448158,0.8999999761581421
1997-07-17,5,0.00437187382355797,Asian Financial Crisis,20.540000915527344,0.019744236022233963,0.0668424740433693,1.1281707286834717,0.3636363744735718,0.37287637591362,1.027000069618225,1.0,0.025540675967931747,0.8999999761581421
1997-07-18,5,0.02325826506352342,Asian Financial Crisis,22.280000686645508,-0.004944907035678625,0.0668424740433693,1.2741260528564453,0.09090909361839294,0.37287637591362,1.1140000820159912,1.0,0.029748456552624702,0.8999999761581421
1997-07-21,5,0.026181047602739604,Asian Financial Crisis,23.510000228881836,-0.007839232683181763,0.0668424740433693,0.9024333357810974,0.4545454680919647,0.37287637591362,1.1755000352859497,1.0,0.02384914830327034,0.8999999761581421
1997-07-22,5,0.0022503146312997657,Asian Financial Crisis,21.770000457763672,0.013592909090220928,0.0668424740433693,0.9774022102355957,0.8181818127632141,0.37287637591362,1.0885000228881836,1.0,0.02653329260647297,0.8999999761581421
1997-07-23,5,0.003003101977639222,Asian Financial Crisis,21.299999237060547,-0.00041225130553357303,0.0668424740433693,0.9365919828414917,0.5909090638160706,0.37287637591362,1.0649999380111694,1.0,0.020905526354908943,0.8999999761581421
1997-07-24,5,0.0017931152408060536,Asian Financial Crisis,20.959999084472656,0.009258524514734745,0.0668424740433693,0.8951154947280884,0.5909090638160706,0.37287637591362,1.0479999780654907,1.0,0.020635852590203285,0.8999999761581421
1997-07-25,5,0.013160135518082238,Asian Financial Crisis,20.81999969482422,0.02986706607043743,0.0668424740433693,0.7787250280380249,0.3636363744735718,0.37287637591362,1.0410000085830688,1.0,0.013781256973743439,0.8999999761581421
1997-07-28,5,0.011672950649634339,Asian Financial Crisis,21.84000015258789,0.029032278805971146,0.0668424740433693,0.708339273929596,0.40909090638160706,0.37287637591362,1.0920000076293945,1.0,0.017659081146121025,0.8999999761581421
1997-07-29,5,0.008651783774687671,Asian Financial Crisis,22.020000457763672,0.005833783652633429,0.0668424740433693,1.0228135585784912,0.6363636255264282,0.37287637591362,1.1010000705718994,1.0,0.019130516797304153,0.8999999761581421
1997-07-30,0,-0.0004583607074001517,Asian Financial Crisis,21.389999389648438,0.018599675968289375,0.0668424740433693,0.9686639904975891,0.8636363744735718,0.37287637591362,1.0694999694824219,1.0,0.016143014654517174,1.0
1997-07-31,0,-0.00013113364251848836,Asian Financial Crisis,21.479999542236328,0.012946422211825848,0.049420952796936035,0.9168670177459717,0.6363636255264282,0.37287637591362,1.0740000009536743,1.0,0.015591500326991081,1.0
1997-08-01,5,0.010368150682690702,Asian Financial Crisis,22.290000915527344,0.009676575660705566,0.03172214329242706,1.0042994022369385,0.3636363744735718,0.37287637591362,1.1145000457763672,1.0,0.0263680350035429,1.0
1997-08-04,0,-0.002363725878436962,Asian Financial Crisis,21.940000534057617,0.01297440193593502,0.044539470225572586,0.9435445666313171,0.5909090638160706,0.37287637591362,1.097000002861023,1.0,0.02387814223766327,1.0
1997-08-05,0,-0.002493317383490035,Asian Financial Crisis,20.639999389648438,0.010305649600923061,0.03473588451743126,0.8264871835708618,0.5,0.37287637591362,1.031999945640564,1.0,0.02234523743391037,1.0
1997-08-06,0,-0.004100040210044442,Asian Financial Crisis,20.049999237060547,0.0065751587972044945,0.053967852145433426,1.3459398746490479,0.8636363744735718,0.37287637591362,1.0024999380111694,1.0,0.07036293298006058,1.0
1997-08-07,0,-0.005770505958173056,Asian Financial Crisis,19.770000457763672,7.303523307200521e-05,0.0420222170650959,1.3689262866973877,0.13636364042758942,0.37287637591362,0.9884999990463257,1.0,0.037493716925382614,1.0
1997-08-08,0,-0.0023427216725704805,Asian Financial Crisis,22.459999084472656,-0.01632056012749672,0.018278174102306366,1.369966745376587,0.27272728085517883,0.37287637591362,1.122999906539917,1.0,0.042482830584049225,1.0
1997-08-11,0,-0.004850694248382715,Asian Financial Crisis,22.770000457763672,-0.01159078162163496,0.022576667368412018,1.1378618478775024,0.4545454680919647,0.37287637591362,1.1384999752044678,1.0,0.02482198178768158,1.0
1997-08-12,0,-0.0016880980277224067,Asian Financial Crisis,23.75,-0.028194505721330643,0.0015378370881080627,1.038741111755371,0.1818181872367859,0.37287637591362,1.1875,1.0,0.026712941005825996,1.0
1997-08-13,0,-0.0010837173467948657,Asian Financial Crisis,24.520000457763672,-0.03943462297320366,-0.01467204187065363,1.0953562259674072,0.6363636255264282,0.37287637591362,1.2260000705718994,1.0,0.018421953544020653,1.0
1997-08-14,5,0.0021249791841305046,Asian Financial Crisis,23.110000610351562,-0.028225455433130264,-0.005947472993284464,0.8495237827301025,0.5,0.37287637591362,1.155500054359436,1.0,0.020586205646395683,1.0
1997-08-15,5,0.04479592220815953,Asian Financial Crisis,24.450000762939453,-0.03859924152493477,-0.015376160852611065,1.0266066789627075,0.13636364042758942,0.37287637591362,1.2225000858306885,0.9028893709182739,0.023880435153841972,1.0
1997-08-18,5,0.004290308731747694,Asian Financial Crisis,24.3700008392334,-0.02368670515716076,0.006729195360094309,1.029032588005066,0.6363636255264282,0.37287637591362,1.218500018119812,1.0,0.017564497888088226,1.0
1997-08-19,0,-0.001346233004480757,Asian Financial Crisis,22.639999389648438,0.003836976829916239,-0.00821809470653534,0.9942150712013245,0.8636363744735718,0.37287637591362,1.1319999694824219,0.957455039024353,0.028579970821738243,1.0
1997-08-20,0,-0.004310298065203044,Asian Financial Crisis,21.09000015258789,0.022022103890776634,0.007762314286082983,0.9086993932723999,0.7727272510528564,0.37287637591362,1.0544999837875366,1.0,0.021197829395532608,1.0
1997-08-21,0,-0.0037462220245319425,Asian Financial Crisis,23.829999923706055,0.0007246011518873274,-0.014481396414339542,0.7904285192489624,0.04545454680919647,0.37287637591362,1.191499948501587,1.0,0.03215324133634567,1.0
1997-08-22,0,-0.002498302398895924,Asian Financial Crisis,24.739999771118164,0.03108852729201317,-0.014154697768390179,1.108235239982605,0.3181818127632141,0.37287637591362,1.2369999885559082,1.0,0.01585674285888672,1.0
1997-08-25,5,0.010674490481776377,Asian Financial Crisis,24.100000381469727,0.00509894173592329,-0.01720414310693741,0.6045315861701965,0.3181818127632141,0.37287637591362,1.2050000429153442,1.0,0.01801941730082035,1.0
1997-08-26,5,0.02429936017881249,Asian Financial Crisis,24.729999542236328,-0.02121790684759617,-0.035269785672426224,0.722250759601593,0.27272728085517883,0.37287637591362,1.2365000247955322,1.0,0.01919998601078987,1.0
