date,features,strategy_idx,pnl,period_name,period_type,taleb_tail_exponent,taleb_expected_shortfall_95,taleb_expected_shortfall_99,taleb_es_pareto_95,taleb_es_pareto_99,taleb_fragility_score,taleb_excess_kurtosis,taleb_convexity_bias,taleb_tail_risk_ratio
2020-02-25,"[27.850000381469727, -0.07151136547327042, -0.03353941813111305, 0.20384719967842102, -0.7332528233528137, 0.877950131893158, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,0.010303180669103051,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-02-26,"[27.559999465942383, -0.07932832092046738, -0.047079846262931824, 0.19883045554161072, -0.6890153288841248, 0.9165506958961487, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,0.01634200377238091,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-02-27,"[39.15999984741211, -0.11704982817173004, -0.08912502974271774, 0.24951957166194916, -0.7036715745925903, 1.5167094469070435, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,0.02595764607808848,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-02-28,"[40.11000061035156, -0.11161087453365326, -0.09588608145713806, 0.24783357977867126, -0.6009384393692017, 1.3483606576919556, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,0.03849657753004645,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-03-02,"[33.41999816894531, -0.04134359583258629, -0.03928761929273605, 0.29567259550094604, -0.6188504695892334, 0.33519765734672546, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,0.03379647083484043,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-03-03,"[36.81999969482422, -0.03969283029437065, -0.07367640733718872, 0.3081310987472534, -0.6490738987922668, 0.3220825493335724, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,0.01189218611585634,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-03-04,"[31.989999771118164, 0.004366084933280945, -0.049231115728616714, 0.3426474630832672, -0.6884079575538635, 0.1607402116060257, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,-0.01859889454681465,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-03-05,"[39.619998931884766, 0.016638226807117462, -0.09132938086986542, 0.3552911877632141, -0.7224054932594299, 0.011746657080948353, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,-0.03915615067093549,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-03-06,"[41.939998626708984, 0.0040503451600670815, -0.10934806615114212, 0.3564380705356598, -0.5732808113098145, 0.04562448337674141, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,-0.057386343798021364,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
2020-03-09,"[54.459999084472656, -0.11278250813484192, -0.1745031774044037, 0.43973469734191895, -0.6171853542327881, 0.6295632123947144, 0.5, 0.5, 0.30000001192092896, 0.699999988079071]",0,-0.04661606894910586,Low Vol Bull,normal,3.0894743466344248,0.02874684084582845,0.04945366113793542,0.026235130074329573,0.05032683103026015,-6.761258219967203e-10,13.889111947011536,4.718772445687547,2.1022351357640847
